iter	RMSE
322	365.844179
323	365.2410984
324	364.6426286
325	364.386857
326	364.1012776
327	363.5944085
328	363.0033015
329	362.6977974
330	362.1131283
331	361.9038736
332	361.3776907
333	360.7598113
334	360.5597984
335	359.7962502
336	358.9353246
337	358.2508625
338	358.1570172
339	357.669727
340	356.8674443
341	356.1906767
342	356.0166408
343	355.5472131
344	354.8707076
345	354.4670393
346	353.6677503
347	353.1225191
348	353.0143075
349	352.2776747
350	351.6273456
351	351.0922616
352	350.3359104
353	350.0180142
354	349.6592634
355	349.0171028
356	348.286279
357	348.0221826
358	347.7131014
359	347.2734849
360	346.4883374
361	346.3334318
362	345.9313527
363	345.3973793
364	345.0912346
365	344.8349776
366	344.7745535
367	344.4376011
368	343.8395491
369	343.3591233
370	343.143713
371	342.8987184
372	342.6379146
373	342.3296402
374	341.8613568
375	341.5480266
376	341.3157888
377	341.0053501
378	340.5742621
379	339.844226
380	339.4924083
381	339.002826
382	338.66971
383	338.5377155
384	337.6746208
385	337.5693263
386	337.1834511
387	336.9978848
388	336.8363467
389	336.35905
390	335.7910304
391	334.8216255
392	334.5643527
393	334.4693889
394	334.0906817
395	333.7279862
396	332.9908384
397	332.4294045
398	332.1459996
399	331.8122318
400	331.6243849
401	331.0762285
402	330.6534689
403	330.5290441
404	329.9716312
405	329.7313219
406	329.4061006
407	328.6298829
408	327.8058013
409	327.3518083
410	327.1663225
411	326.6644916
412	326.3946044
413	325.9857899
414	325.5630928
415	325.3202917
416	325.1574918
417	324.9464204
418	324.7871305
419	324.2948993
420	324.098266
421	323.48798
422	323.3344739
423	323.1668836
424	322.9095579
425	322.5805515
426	322.375894
427	322.1791765
428	321.7879999
429	321.5886506
430	321.101414
431	320.9335937
432	320.6897156
433	320.4856229
434	320.1135248
435	320.0096735
436	319.6027425
437	319.4439013
438	319.1618208
439	318.5191182
440	318.1412968
441	317.9324165
442	317.230258
443	316.7688088
444	315.905105
445	315.246103
446	314.5369595
447	314.4066652
448	313.8455675
449	313.6342112
450	313.3327725
451	313.1813461
452	312.8023613
453	312.4796116
454	312.1746624
455	311.6754579
456	311.5049601
457	311.3922552
458	311.1554417
459	310.9106827
460	310.640009
461	310.0527599
462	309.6967914
463	309.4569315
464	308.9020552
465	308.5655751
466	308.0541507
467	307.6269759
468	307.3694015
469	306.8584466
470	306.7242752
471	306.3624176
472	306.0394488
473	305.8021535
474	305.5998453
475	305.2452231
476	304.7825114
477	304.2823759
478	303.8965651
479	303.3622539
480	302.8419328
481	302.5543606
482	302.2757157
483	302.0003634
484	301.8015093
485	301.4628801
486	301.1884538
487	300.7911247
488	300.3600211
489	300.2009306
490	299.6922627
491	299.4373359
492	299.0391163
493	298.6242701
494	298.5093369
495	297.8480874
496	297.4104087
497	296.8105125
498	296.3205013
499	296.1671047
500	295.8330542
501	295.4892434
502	295.3421968
503	295.0067635
504	294.9209313
505	294.6398003
506	294.1085609
507	293.8891474
508	293.6566359
509	293.0109963
510	292.8535472
511	292.518568
512	292.3386689
513	291.89884
514	291.5360432
515	291.1255767
516	290.7305922
517	290.3389326
518	290.0155798
519	289.5709877
520	289.2459635
521	288.9528069
522	288.5572144
523	288.1107759
524	287.8245056
525	287.3823151
526	287.0602573
527	286.7225935
528	286.3625199
529	285.959789
530	285.6056121
531	285.3832618
532	285.0091329
533	284.8061506
534	284.0454941
535	283.6334926
536	283.2605058
537	282.8203147
538	282.4539413
539	282.051495
540	281.697159
541	281.5175255
542	281.1777437
543	280.900537
544	280.8030292
545	280.3042082
546	280.0463438
547	279.9234578
548	279.8009829
549	279.5537587
550	279.4149084
551	278.8646591
552	278.4394161
553	278.0329126
554	277.8072999
555	277.6630313
556	277.4171583
557	277.2312359
558	277.0943273
559	276.971486
560	276.6807729
561	276.4307372
562	276.1285921
563	275.9195542
564	275.7602528
565	275.2555571
566	275.0311091
567	274.5789244
568	274.2873978
569	274.1797267
570	273.8647318
571	273.5900303
572	273.2253502
573	272.8619499
574	272.534907
575	272.2088393
576	271.9024733
577	271.7131308
578	271.2660837
579	271.0442714
580	270.8948959
581	270.4475713
582	270.1049577
583	269.8422411
584	269.3118094
585	268.9382975
586	268.6269273
587	268.3223709
588	267.8270427
589	267.517275
590	267.2249809
591	266.7891179
592	266.5402536
593	266.1307165
594	265.7318627
595	265.577741
596	265.0121625
597	264.7060215
598	264.5939898
599	264.2899799
600	263.5778925
601	263.2167331
602	263.0175419
603	262.5473847
604	262.1793927
605	261.8875819
606	261.5657126
607	261.280689
608	260.9580107
609	260.8850288
610	260.3809698
611	260.0651809
612	259.8614248
613	259.5797695
614	259.3941288
615	259.1550705
616	258.8469132
617	258.6138798
618	258.1075772
619	257.6924326
620	257.5090702
621	257.3300878
622	256.943866
623	256.701924
624	256.3408886
625	255.9670744
626	255.7358856
627	255.6162608
628	255.3535819
629	255.1236452
630	254.4723041
631	254.2032512
632	254.0811974
633	253.7739937
634	253.5715596
635	253.0888293
636	252.5845931
637	252.0994133
638	251.7507987
639	251.4917529
640	251.3095238
641	251.2426249
642	250.9013061
643	250.7160654
644	250.3187271
645	249.9795326
646	249.737842
647	249.6689513
648	249.4884623
649	248.865013
650	248.7910167
651	248.6927478
652	248.5135756
653	248.3889173
654	247.9952537
655	247.6951063
656	247.4185945
657	247.2280331
658	247.1496512
659	246.7839583
660	246.6190647
661	246.3839507
662	246.1246852
663	245.9180595
664	245.7181565
665	245.4751525
666	244.9973892
667	244.7533559
668	244.5250603
669	244.3664169
670	244.0601544
671	243.78902
672	243.5828349
673	243.2650577
674	243.031177
675	242.8007311
676	242.4188895
677	242.2366374
678	242.0510141
679	241.7562591
680	241.5487608
681	241.3838997
682	241.1481912
683	240.9441227
684	240.6739591
685	240.4621196
686	240.3359347
687	240.0971553
688	239.9034285
689	239.6973364
690	239.5054897
691	239.4083216
692	239.2486043
693	238.9317184
694	238.7191143
695	238.6065492
696	238.3875721
697	238.2537378
698	238.0740505
699	237.8986096
700	237.5988061
701	237.3450423
702	237.1171887
703	237.0591508
704	237.000753
705	236.8233143
706	236.6338513
707	236.1440799
708	235.5611948
709	235.3358839
710	235.1838055
711	235.0148941
712	234.6822039
713	234.2887466
714	234.1078618
715	233.8559261
716	233.2934121
717	232.9380619
718	232.5232566
719	232.2550765
720	232.0497073
721	231.9059082
722	231.6574045
723	231.1937835
724	231.0564762
725	230.8407455
726	230.6523534
727	230.5364865
728	230.3816833
729	230.2412403
730	229.9099403
731	229.7141614
732	229.2974436
733	228.9641204
734	228.8034178
735	228.4033899
736	228.2466431
737	227.9481687
738	227.7376337
739	227.5281402
740	227.3939597
741	227.2385443
742	226.921735
743	226.6989847
744	226.2074924
745	225.817431
746	225.5117646
747	225.2886981
748	225.1335661
749	224.8906286
750	224.6959266
751	224.6099271
752	224.4237757
753	224.1548476
754	223.9906251
755	223.7722294
756	223.4503057
757	223.1852387
758	222.7754648
759	222.6237363
760	222.5507278
761	222.1923751
762	222.0639698
763	221.8945224
764	221.7908393
765	221.5631468
766	221.3931993
767	221.1891154
768	221.0347128
769	220.9304407
770	220.6656111
771	220.3713036
772	220.2877576
773	220.0570815
774	219.8994669
775	219.7894591
776	219.6101687
777	219.3678917
778	219.0726857
779	218.6321404
780	218.2673195
781	218.0632717
782	217.8840823
783	217.667258
784	217.6047925
785	217.449484
786	217.2626684
787	216.9354052
788	216.8154021
789	216.6493826
790	216.3991965
791	216.2470185
792	215.8590195
793	215.5143536
794	215.2240867
795	214.9537748
796	214.7440907
797	214.6861384
798	214.4904088
799	214.1508877
800	213.8759901
801	213.6513441
802	213.3365526
803	213.1778715
804	212.9764917
805	212.9664052
806	212.6648317
807	212.299109
808	212.0624098
809	211.741398
810	211.4619738
811	211.3509415
812	211.1917213
813	210.6703355
814	210.4800553
815	210.2764998
816	209.9771291
817	209.8176723
818	209.6097678
819	209.4111665
820	209.28466
821	209.235981
822	208.7539446
823	208.6558685
824	208.2325279
825	207.9246589
826	207.5417509
827	207.386176
828	207.0379889
829	206.9843909
830	206.7275869
831	206.4974895
832	206.4137253
833	206.2656337
834	205.6773365
835	205.5176422
836	205.3929652
837	205.2036516
838	205.0326487
839	204.7772061
840	204.4839806
841	204.2069697
842	204.1262259
843	203.6797611
844	203.289689
845	203.0855435
846	203.0078042
847	202.8854323
848	202.7449572
849	202.6429072
850	202.4288533
851	202.2343353
852	201.7947482
853	201.4636816
854	201.3379678
855	201.3309808
856	201.2480254
857	201.1041253
858	200.6544046
859	200.6030418
860	200.5346973
861	200.2731266
862	200.1537137
863	200.0334421
864	199.7592877
865	199.4071049
866	198.9850445
867	198.8959214
868	198.7681623
869	198.4521135
870	198.0854789
871	197.7546666
872	197.5522634
873	197.3462841
874	197.1497079
875	197.0305719
876	196.9115386
877	196.6244656
878	196.5122496
879	196.2058313
880	196.1630275
881	195.8021721
882	195.6273178
883	195.57016
884	195.4381986
885	195.2611952
886	194.9535444
887	194.8708389
888	194.7320779
889	194.3729235
890	194.2960239
891	194.0447474
892	193.6265195
893	193.5262255
894	193.2599439
895	193.1626937
896	193.0546835
897	192.75346
898	192.391565
899	192.2406137
900	192.0750271
901	191.9203043
902	191.7339934
903	191.5026263
904	191.3503268
905	191.0751462
906	190.9999208
907	190.7400578
908	190.5478481
909	190.4191043
910	190.199621
911	189.9120258
912	189.7571766
913	189.4422881
914	189.2224106
915	188.8176125
916	188.6441476
917	188.3220772
918	188.156287
919	187.8356037
920	187.5108155
921	187.4705749
922	187.2353616
923	187.0025029
924	186.9508557
925	186.6230836
926	186.3898071
927	186.3297688
928	186.0694143
929	185.8205925
930	185.4706022
931	185.2993774
932	185.1578332
933	184.9714007
934	184.7311905
935	184.4505317
936	184.228071
937	183.9511864
938	183.8266951
939	183.6030343
940	183.3449836
941	183.2096246
942	182.9422321
943	182.6508044
944	182.4453531
945	182.3606291
946	182.2350779
947	182.1257932
948	181.933502
949	181.8219881
950	181.5512324
951	181.3963964
952	181.3086497
953	181.1301005
954	181.0848552
955	180.9143339
956	180.7307243
957	180.3947627
958	180.1910128
959	179.9104054
960	179.6576358
961	179.5243843
962	179.2550404
963	179.1327755
964	178.9426956
965	178.7378749
966	178.5909004
967	178.4640082
968	178.276252
969	178.1405295
970	177.9347846
971	177.7439131
972	177.6598619
973	177.3303782
974	177.0324577
975	176.8126075
976	176.7079942
977	176.5565769
978	176.3592838
979	176.1381441
980	176.0092804
981	175.9149981
982	175.6978008
983	175.6274767
984	175.6019923
985	175.4531133
986	175.3413898
987	175.1693826
988	174.9307428
989	174.8801475
990	174.5798074
991	174.3207195
992	174.1352913
993	174.0319596
994	173.831313
995	173.6473245
996	173.5561352
997	173.2958954
998	173.1345223
999	172.9150137
